사업장명,업태구분명,도로명주소,좌표정보(X),좌표정보(Y)
미니스톱대치멤버스점,편의점,서울특별시 강남구 삼성로85길 42 (대치동대우아이빌멤버스지상1층101호),204683.0565,444714.3227
미니스톱대치시내점,편의점,서울특별시 강남구 도곡로77길 7 (대치동지상1층),205087.0978,444067.6017
미니스톱대치청실점,편의점,서울특별시 강남구 남부순환로 2931 (대치동동해상가105호),205312.2786,443512.7254
미니스톱도곡비젼점,편의점,서울특별시 강남구 언주로30길 10 (도곡동현대비젼21지하101.102),204469.5145,442797.3618
미니스톱도봉센트럴점,편의점,서울특별시 도봉구 도봉로137길 16 1층 (쌍문동),203475.8476,461952.8508
미니스톱동작휴앤하임점,편의점,서울특별시 동작구 상도로15길 131 B102호 (상도동),194443.2098,444754.2362
미니스톱마들역점,편의점,서울특별시 노원구 동일로 1547 (상계동),204952.7608,462686.4175
미니스톱밤섬자이행복점,편의점,서울특별시 마포구 토정로 149 (상수동 1층 일부),193540.4041,449294.6077
미니스톱방배신동아점,편의점,서울특별시 서초구 효령로36길 22 (방배동1층),199948.9684,442056.2217
미니스톱방배현대점,편의점,서울특별시 서초구 방배로 57 (방배동1층 마호),199788.3371,441943.6977
미니스톱상암센트럴점,편의점,서울특별시 마포구 월드컵북로 375 (상암동 DMC 이안상암1단지 1층 113호 일부),190268.3507,452810.7427
미니스톱상월곡역점,편의점,서울특별시 성북구 화랑로 186 (석관동),204440.6568,456126.7393
미니스톱서교2점,편의점,서울특별시 마포구 월드컵북로5길 29 (서교동 1층일부),192620.7262,450492.1233
미니스톱서교3점,편의점,서울특별시 마포구 홍익로5길 36 (서교동),192901.7406,450155.4943
미니스톱서울대입구점,편의점,서울특별시 관악구 관악로 168 1층 (봉천동),195785.6258,442009.829
미니스톱서초궁현점,편의점,서울특별시 서초구 사임당로 26 (서초동1층),201075.1448,442828.9182
미니스톱서초라디안점,편의점,서울특별시 서초구 서초중앙로 49 (서초동(101호)),201270.0605,442658.8504
미니스톱서초점,편의점,서울특별시 서초구 효령로 283 (서초동),201255.9752,442546.1184
미니스톱센트럴2점,편의점,서울특별시 서초구 신반포로 176 (반포동센트럴시티 1층123호),200250.4478,444683.2205
미니스톱수유인텔리안점,편의점,서울특별시 강북구 도봉로 313 (수유동(도봉로 311) 효성인텔리안오피스텔1층 103-1호),201996.7726,459341.4123
미니스톱수유점,편의점,서울특별시 강북구 노해로 38 (수유동),201966.7577,459615.0182
미니스톱신사제일점,편의점,서울특별시 강남구 논현로 808 (신사동1층),202440.4127,446520.8711
미니스톱신사현대점,편의점,서울특별시 강남구 논현로 841 (신사동지상1층),202398.0225,446869.3071
미니스톱압구정5점,편의점,서울특별시 강남구 도산대로49길 18 (신사동),203231.6113,446870.4051
미니스톱압구정가은점,편의점,서울특별시 강남구 선릉로153길 18 (신사동지상1층),203288.9822,446961.0469
미니스톱역삼만남점,편의점,서울특별시 강남구 테헤란로6길 47 (역삼동지상1층),202744.3383,443711.4593
미니스톱역삼성지점,편의점,서울특별시 강남구 테헤란로 313 (역삼동지상1층 112113호),203931.0981,444622.8493
미니스톱역삼스타점,편의점,서울특별시 강남구 테헤란로26길 10 (역삼동지상1층),203099.2901,444159.2061
미니스톱역삼청솔점,편의점,서울특별시 강남구 강남대로78길 24 (역삼동지상1층),202702.544,443668.4263
미니스톱역삼충현점,편의점,서울특별시 강남구 봉은사로30길 28 (역삼동지상1층),203065.7326,444828.8416
미니스톱용산시티점,편의점,서울특별시 용산구 서빙고로 35 (한강로3가용산시티파크114호(지상1층)),197202.8463,446986.4116
미니스톱용산해방촌점,편의점,서울특별시 용산구 신흥로16길 3 1층 (용산동2가),198756.1807,449162.364
미니스톱용산후암점,편의점,서울특별시 용산구 두텁바위로37길 7-3 1층 (후암동),198285.4368,449455.3044
미니스톱장안본점,편의점,서울특별시 동대문구 장한로31길 20 1층 (장안동),206176.4745,452582.0145
미니스톱중곡빌리지점,편의점,서울특별시 광진구 용마산로3길 32 1층 (중곡동),207547.8092,450439.3141
미니스톱천호승리점,편의점,서울특별시 강동구 구천면로 293 3층 (천호동),211737.9872,449321.5828
미니스톱한강양화1점,편의점,서울특별시 영등포구 노들로 235 (당산동),191487.5232,448413.8288
미니스톱화곡공원점,편의점,서울특별시 강서구 까치산로4길 34 1층 (화곡동 본동),186226.2982,448792.7431
미니스톱효창용문점,편의점,서울특별시 용산구 효창원로55길 20 (용문동(지상1층)),196379.9138,448493.9251
바이더웨이,편의점,서울특별시 동대문구 회기로25길 133 (이문동(지상1층)),205059.1801,454798.2705
바이더웨이,편의점,서울특별시 동작구 여의대방로22길 136 (신대방동),193610.3021,444305.6158
바이더웨이 중구연세점,편의점,서울특별시 중구 세종대로2길 11 (남대문로5가(지상1층)),197650.5365,450594.258
바이더웨이 충무필동점,편의점,서울특별시 중구 필동로 5 (필동2가외1필지 (1층)),199605.2584,450970.6343
바이더웨이(BUY THE WAY) 건국대점,편의점,서울특별시 광진구 능동로 137 (화양동),206275.9438,448987.0784
바이더웨이(당산길조점),편의점,서울특별시 영등포구 양평로 36 (당산동6가길조빌딩 1층),191326.237,447957.7773
바이더웨이건대스타시티점,편의점,서울특별시 광진구 아차산로 262 (자양동),206349.675,448396.9397
바이더웨이공항점,편의점,서울특별시 강서구 양천로14길 16 (방화동),183147.7757,452259.1121
바이더웨이도곡점,편의점,서울특별시 강남구 역삼로 416 (대치동),204583.4841,444303.9699
바이더웨이동대점,편의점,서울특별시 중구 서애로 17 (필동3가),199735.6187,450934.5192
바이더웨이연대연희점,편의점,서울특별시 서대문구 연희로10길 15 (연희동),193888.2995,451549.2933
배스킨라빈스 안국역점,편의점,서울특별시 종로구 북촌로 1 1층 (재동),198678.5951,452749.9959
베이직잉크 GS25 필동점,편의점,서울특별시 중구 필동로 14 105호 (필동2가대평빌딩(지상1층)),199569.0756,450899.2809
서울대학교 CU301동점,편의점,서울특별시 관악구 관악로 1 301동 지하1층 (신림동),196139.865,439023.1671
서울식물원푸드 이마트24 편의점(스무디킹),편의점,서울특별시 강서구 마곡동로 161 서울식물원 식물문화센터 4층 (마곡동),185444,451896
세븐일레분 종로배화점,편의점,서울특별시 종로구 필운대로 12 1층 (필운동),197231.2929,452764.4573
세븐일레분(갈현점),편의점,서울특별시 은평구 통일로87길 10 (갈현동),192741.2845,457909.096
세븐일레븐,편의점,서울특별시 종로구 자하문로 60 1층 (창성동),197383.4196,453240.8572
세븐일레븐,편의점,서울특별시 종로구 종로 286 1층 (창신동),200840.4283,452076.902
세븐일레븐,편의점,서울특별시 종로구 난계로29길 27 1층 (숭인동),201840.791,452421.3336
세븐일레븐,편의점,서울특별시 중구 세종대로14길 29 1층 (북창동),198015.2585,451178.9051
세븐일레븐,편의점,서울특별시 도봉구 우이천로 367 1층 101호 (쌍문동 북한산코오롱하늘채아파트),201977.5775,460653.0738
세븐일레븐,편의점,서울특별시 노원구 동일로237가길 31 (상계동),204709.4634,463651.0545
세븐일레븐,편의점,서울특별시 강서구 공항대로45길 101 1층 109호 (등촌동 1동 강변샤르망2차오피스텔),187342.2346,450784.4569
세븐일레븐,편의점,서울특별시 동작구 사당로14길 32 (사당동),197370.868,442302.9854
세븐일레븐,편의점,서울특별시 강남구 강남대로66길 7 (역삼동지상1층),202710.3957,443302.0776
세븐일레븐 (목동6호점),편의점,서울특별시 양천구 목동동로8길 15 (신정동),188525.3422,446162.1703
세븐일레븐 DH아너힐즈점,편의점,서울특별시 강남구 삼성로 11 상가동 지하1층 B101호 (개포동 디에이치아너힐즈),205932.2088,442443.2526
세븐일레븐 DMC아이파크점,편의점,서울특별시 서대문구 증가로 150 상가동 B308호 (남가좌동 DMC센트럴아이파크),192944.0687,452838.6376
세븐일레븐 KT강남점,편의점,서울특별시 강남구 언주로 517 102202호 (역삼동),203578.799,444715.3949
세븐일레븐 LDCC점,편의점,서울특별시 금천구 가산디지털2로 179 롯데정보통신 1층 (가산동),189021.227,442386.8057
세븐일레븐 M신대방역점,편의점,서울특별시 동작구 대림로 2 신대방역2호선 2층 231-001호 (신대방동),192232.3716,442820.6725
세븐일레븐 S3일원역점,편의점,서울특별시 강남구 일원로 지하 121 일원역 지하2층 338-102호 (일원동),207399.5517,442426.3993
세븐일레븐 가락 IT 최고점,편의점,서울특별시 송파구 중대로 135 지하1층 B101호 (가락동 아이티벤처타워),210758.1191,443662.9564
세븐일레븐 가락송이로점,편의점,서울특별시 송파구 송이로14길 9 이수빌딩 1층 (가락동),210414.9193,444081.4321
세븐일레븐 가락신가점,편의점,서울특별시 송파구 송이로 79 진성빌딩 1층 (가락동),210550.2756,444101.8186
세븐일레븐 가리봉2호점,편의점,서울특별시 구로구 남부순환로105길 14 (가리봉동외3필지),190349.6748,441915.9493
세븐일레븐 가리봉중앙점,편의점,서울특별시 구로구 구로동로 16 1층 (가리봉동),189945.8365,442337.0318
세븐일레븐 가산A1타워점,편의점,서울특별시 금천구 가산디지털1로 205-27 1층 C107 C108호 (가산동),189208.4876,442298.7844
세븐일레븐 가산K1타워점,편의점,서울특별시 금천구 가산디지털2로 166 에이스 K1타워 1층 111112호 (가산동),189158.7408,442283.9773
세븐일레븐 가산STXV타워점,편의점,서울특별시 금천구 가산디지털1로 128 지상1층 103호 (가산동 STX-V타워),189647.0468,441677.0962
세븐일레븐 가산대륭21차점,편의점,서울특별시 금천구 범안로 1126 대륭21차 1층 104호 (가산동),189936.8543,440349.9859
세븐일레븐 가산대륭점,편의점,서울특별시 금천구 가산디지털2로 14 105호 (가산동외2필지 대륭테크노타운 12차),189686.475,440870.0926
세븐일레븐 가산드림타워점,편의점,서울특별시 금천구 가산디지털2로 35 1층 106호 (가산동),189525.6001,441036.0509
세븐일레븐 가산롯데IT캐슬점,편의점,서울특별시 금천구 가산디지털2로 98 1동 지상1층 106일부호 (가산동 IT캐슬),189369.5396,441629.3614
세븐일레븐 가산에이스점,편의점,서울특별시 금천구 가산디지털1로 145 (가산동에이스하이엔드타워3차 104호),189467.1242,441780.0054
세븐일레븐 가산용주점,편의점,서울특별시 금천구 벚꽃로24길 14 1층 (가산동),189951.5678,441278.5907
세븐일레븐 가산월드점,편의점,서울특별시 금천구 벚꽃로 254 지상1층 103호 (가산동 월드메르디앙1차),189788.8495,441731.6105
세븐일레븐 가산캐슬점,편의점,서울특별시 금천구 가산디지털2로 98 IT캐슬 1층 113호 (가산동),189369.5396,441629.3614
세븐일레븐 가산푸르지오시티점,편의점,서울특별시 금천구 벚꽃로56길 182 지상1층 101호 (가산동 램킨푸르지오시티),190052.4714,441949.8313
세븐일레븐 가산호서점,편의점,서울특별시 금천구 가산디지털1로 70 104호 (가산동호서대벤처타워 지상1층),189841.0765,441127.3224
세븐일레븐 가산후지필름점,편의점,서울특별시 금천구 가산디지털1로 222 한국후지필름 복합주거시설 1층 3호 (가산동),189335.8433,442542.7276
세븐일레븐 가양프라자점,편의점,서울특별시 강서구 허준로 198 1층 106호 (가양동 3동 가양프라자),187582.8517,451006.6691
세븐일레븐 가재울현대점,편의점,서울특별시 서대문구 모래내로15길 54 현대아파트 상가2동 1층 105106호 (남가좌동),192874.5145,452525.2195
세븐일레븐 가톨릭병원점,편의점,서울특별시 강동구 올림픽로 686 (천호동(1층)),210986.406,448919.2264
세븐일레븐 강남IBC점,편의점,서울특별시 강남구 테헤란로7길 8 지상1층 (역삼동),202677.885,444173.025
세븐일레븐 강남SLI점,편의점,서울특별시 강남구 선릉로69길 7 지상1층 (역삼동),204458.3049,444027.7765
세븐일레븐 강남YMCA점,편의점,서울특별시 강남구 봉은사로37길 28 2층 (논현동),203109.4501,445315.2664
세븐일레븐 강남광장점,편의점,서울특별시 서초구 서초대로77길 9 강남 누드죤빌딩 1층 101호 (서초동),202249.0597,444042.0443
세븐일레븐 강남도곡로점,편의점,서울특별시 강남구 논현로57길 24 1층 (도곡동),203390.3448,443232.7886
세븐일레븐 강남롯데점,편의점,서울특별시 강남구 선릉로64길 15 지상1층 (대치동),204655.8713,443993.6109
세븐일레븐 강남목련타운점,편의점,서울특별시 강남구 광평로19길 15 상가동 지상1층 107호 (일원동 목련타운아파트),207472.4723,442520.8213
세븐일레븐 강남본점,편의점,서울특별시 서초구 서초대로77길 27 (서초동),202178.3606,444206.9649
세븐일레븐 강남선릉점,편의점,서울특별시 강남구 언주로98길 37 1층 (역삼동),203893.2506,444725.8326
세븐일레븐 강남스퀘어점,편의점,서울특별시 강남구 테헤란로1길 10 세경빌딩 지상1층 1호 (역삼동),202426.1844,444083.3134
세븐일레븐 강남언주로점,편의점,서울특별시 강남구 테헤란로53길 62 지상1층 101호 (역삼동),203804.9352,445023.4338
세븐일레븐 강남제일점,편의점,서울특별시 서초구 서초대로77길 43 1층 (서초동),202131.7357,444353.7252
세븐일레븐 강남청담점,편의점,서울특별시 강남구 학동로82길 21 1층 (삼성동),204523.9414,446155.5436
세븐일레븐 강남포레스트점,편의점,서울특별시 강남구 광평로34길 30 지상1층 (수서동),208263.1705,442196.772
세븐일레븐 강남푸르지오시티점,편의점,서울특별시 강남구 테헤란로4길 6 강남역 센트럴 푸르지오 시티 지상1층 126호 (역삼동),202520.9722,443946.8329
세븐일레븐 강남학동점,편의점,서울특별시 강남구 언주로150길 51 1층 (논현동),203320.4353,446661.2352
세븐일레븐 강남힐지점,편의점,서울특별시 강남구 자곡로7길 32-2 지하1층 (자곡동),208533.7906,441237.4074
세븐일레븐 강동강빛점,편의점,서울특별시 강동구 아리수로93다길 30 강동리버스트4단지(상가1동) 상가동 101호 (강일동),215144.7664,452305.7237
세븐일레븐 강동고덕점,편의점,서울특별시 강동구 동남로75길 13-25 (명일동동혜빌딩101호),213671.0456,450099.1917
세븐일레븐 강동구민회관점,편의점,서울특별시 강동구 상암로 171 1층 (천호동),212421.0343,449335.7645
세븐일레븐 강동구청역점,편의점,서울특별시 강동구 올림픽로48길 20 진영빌딩 101호 (성내동),210636.4474,447431.6542
세븐일레븐 강동길동점,편의점,서울특별시 강동구 양재대로113길 22 1층 (길동),212194.3874,448456.0289
세븐일레븐 강동둔촌대로점,편의점,서울특별시 강동구 천호대로 1172 남산빌딩 1층 (둔촌동),212439.2479,447928.4469
세븐일레븐 강동둔촌점,편의점,서울특별시 강동구 풍성로63길 47 1층 (둔촌동),212246.3696,447581.4497
세븐일레븐 강동상일여고점,편의점,서울특별시 강동구 상일로7길 6 1층 (상일동),215166.1927,449766.7101
세븐일레븐 강동성내로점,편의점,서울특별시 강동구 성내로14길 42 1층 (성내동),211073.3621,447118.0114
세븐일레븐 강동열린점,편의점,서울특별시 강동구 상암로4길 102 1층 101호 (천호동),210927.3672,449361.6536
세븐일레븐 강동유미점,편의점,서울특별시 강동구 진황도로27길 4 1층 (천호동),211569.2137,448482.7051
세븐일레븐 강동천일초교점,편의점,서울특별시 강동구 구천면로 262 1층 (천호동),211611.5769,449037.6648
세븐일레븐 강동천호점,편의점,서울특별시 강동구 천중로43길 51 1층 (천호동),212407.4796,449019.8194
세븐일레븐 강동초교점,편의점,서울특별시 강동구 천중로17길 30 1층 (천호동),211502.9486,449333.6327
세븐일레븐 강변프라임점,편의점,서울특별시 광진구 광나루로56길 63 프라임프라자 상가동 1층 114호 (구의동),208558.2866,448353.9052
세븐일레븐 강북미아점,편의점,서울특별시 강북구 월계로 21 (미아동),202790.0178,456449.3793
세븐일레븐 강북사일구역점,편의점,서울특별시 강북구 삼양로 518 1층 (우이동),201168.7928,460767.517
세븐일레븐 강북삼양점,편의점,서울특별시 강북구 삼양로 198 1층 (미아동),201752.8277,457686.4798
세븐일레븐 강북화계초교점,편의점,서울특별시 강북구 도봉로34길 25 1층 (미아동),202538.5526,457764.6817
세븐일레븐 강서공항대로점,편의점,서울특별시 강서구 공항대로59길 16 1층 (등촌동 1동),187908.3653,450020.0896
세븐일레븐 강서공항중앙점,편의점,서울특별시 강서구 송정로 10 1층 (공항동),183353.1999,450442.1467
세븐일레븐 강서등마루점,편의점,서울특별시 강서구 화곡로66길 122 1층 (등촌동),187535.8342,450367.7402
세븐일레븐 강서등촌역점,편의점,서울특별시 강서구 등촌로 229 1층 107호 (등촌동),187863.8945,449788.0367
세븐일레븐 강서마곡점,편의점,서울특별시 강서구 마곡서1로 146 상가동 1층 103호 (마곡동 방화 1동 마곡엠밸리12단지),184118.2632,451919.586
세븐일레븐 강서블루나인점,편의점,서울특별시 강서구 양천로 583 106호 (염창동 우림블루나인),187952.56,450562.0202
세븐일레븐 강서스토리점,편의점,서울특별시 강서구 양천로 128 (방화동 1동),183861.6488,452327.8717
세븐일레븐 강서중앙점,편의점,서울특별시 강서구 공항대로46길 35 1층 (화곡동),186894.6291,450219.7704
세븐일레븐 강서하이웨이주유소점,편의점,서울특별시 강서구 공항대로 432 하이웨이주유소 1층 (화곡동),187100.7064,450276.5039
세븐일레븐 강서화곡마을점,편의점,서울특별시 강서구 우장산로15길 53 1층 (화곡동),186776.1978,450368.0986
세븐일레븐 강서화곡삼화점,편의점,서울특별시 강서구 강서로15길 116 1층 (화곡동 1동),185751.1726,447769.7522
세븐일레븐 강서화곡신정점,편의점,서울특별시 강서구 등촌로13다길 32-18 1층 (화곡동),187456.1745,448152.7093
세븐일레븐 강서화곡점,편의점,서울특별시 강서구 곰달래로 111 1층 (화곡동),186255.8138,447608.9378
세븐일레븐 강서화곡진주점,편의점,서울특별시 강서구 곰달래로36길 17 1층 (화곡동 2동),187021.2596,447574.8118
세븐일레븐 강서화곡한솔점,편의점,서울특별시 강서구 까치산로17길 10 1층 (화곡동 6동),186609.4993,449561.4954
세븐일레븐 강일리엔파크점,편의점,서울특별시 강동구 상일로 74 101호 (상일동),215422.7461,450031.3892
세븐일레븐 강일아리수점,편의점,서울특별시 강동구 아리수로 419 강일리슈빌에스 1층 105호 (강일동),215289,451365
세븐일레븐 개봉아이파크점,편의점,서울특별시 구로구 개봉로2길 133-21 1층 (개봉동),187606.5253,443233.9288
세븐일레븐 개봉이레점,편의점,서울특별시 구로구 개봉로16길 39 1층 (개봉동),187412.659,443124.963
세븐일레븐 개봉한진점,편의점,서울특별시 구로구 개봉로3길 87 상가1동 2층 205206호 (개봉동 개봉한진아파트),186835.1723,442508.9797
세븐일레븐 개포본점,편의점,서울특별시 강남구 개포로28길 15 1층 (개포동),204349.8072,441769.4462
세븐일레븐 개포주공점,편의점,서울특별시 강남구 삼성로 38 1층 111호 (개포동),205838.5588,442943.8093
세븐일레븐 개포타운점,편의점,서울특별시 강남구 선릉로4길 5 지상1층 (개포동),205386.1859,442246.7707
세븐일레븐 거여행복점,편의점,서울특별시 송파구 오금로 472 1층 (거여동),212435.7098,443579.4424
세븐일레븐 거평타운점,편의점,서울특별시 강남구 봉은사로 129 지상층 103호 (논현동),202425.73,444852.88
세븐일레븐 건대제일점,편의점,서울특별시 광진구 동일로22길 59 1층 (화양동),205908.6839,448831.0736
세븐일레븐 겸재로점,편의점,서울특별시 중랑구 겸재로50길 28 1층 (면목동),208051.8649,454025.6387
세븐일레븐 경복궁점,편의점,서울특별시 종로구 삼청로 22 영정빌딩 1층 (사간동),198153.0446,452851.2042
세븐일레븐 경희대기숙사점,편의점,서울특별시 동대문구 이문로9길 46 1층 (이문동),204923.2811,454661.9904
세븐일레븐 고대제일점,편의점,서울특별시 성북구 고려대로26길 45-1 1층 (안암동5가),202597.3632,453573.0468
세븐일레븐 고덕광문,편의점,서울특별시 강동구 동남로81길 10 (고덕동),213725.707,450949.1413
세븐일레븐 고덕리엔파크점,편의점,서울특별시 강동구 상일로 137 1층 101호 (고덕동),215018.4452,450783.8669
세븐일레븐 고덕비즈밸리점,편의점,서울특별시 강동구 고덕비즈밸리로2가길 6 강일비즈파크뷰 1층 101-1호 (고덕동),214217.2105,451533.5977
세븐일레븐 고덕역점,편의점,서울특별시 강동구 고덕로 256 명성프라자 110호 (명일동),213545.4816,450269.2548
세븐일레븐 고척공원점,편의점,서울특별시 구로구 고척로 153 1층 (고척동),186735.6844,444582.2983
세븐일레븐 고척리가점,편의점,서울특별시 구로구 중앙로12길 17-8 1층 101 104호 (고척동 고척LIG리가 2단지),187740.6569,444892.0263
세븐일레븐 고척청마루점,편의점,서울특별시 구로구 중앙로14길 31 신성빌딩 1층 (고척동),187827.6282,445053.0848
세븐일레븐 고척푸르지오점,편의점,서울특별시 구로구 중앙로 109 1층 101호 (고척동),187509.8243,444995.2477
세븐일레븐 고척헤리움점,편의점,서울특별시 구로구 중앙로 18 1층 101호 (고척동),187967.8344,444163.8146
세븐일레븐 골드로즈점,편의점,서울특별시 강남구 선릉로86길 31 (대치동롯데골드로즈2 지상1층101호),204536.822,444660.7843
세븐일레븐 공릉도깨비점,편의점,서울특별시 노원구 동일로182길 40 1층 (공릉동),206670.8967,457873.1407
세븐일레븐 공릉동명점,편의점,서울특별시 노원구 동일로191가길 51 (공릉동),206166.3591,458325.2558
세븐일레븐 공릉라이프점,편의점,서울특별시 노원구 섬밭로 152 라이프2단지상가 1동 B01호 (공릉동),206059.2742,458660.0296
세븐일레븐 공릉시장,편의점,서울특별시 노원구 동일로 1040 서창빌딩 1층 (공릉동),206480.5132,457845.1466
세븐일레븐 공항시장역점,편의점,서울특별시 강서구 방화동로 58-1 (방화동 1동),183342.869,451489.715
세븐일레븐 공항타워점,편의점,서울특별시 강남구 테헤란로87길 36 도심공항타워 지하2층 B-21호 (삼성동),205130.5917,445590.0968
세븐일레븐 과학기술회관점,편의점,서울특별시 강남구 테헤란로7길 22 과학기술회관 증축관 지하1층 107호 (역삼동),202638.0958,444305.9549
세븐일레븐 관광특구점,편의점,서울특별시 용산구 이태원로 211 (한남동(1층편의점내)),199678.6851,448086.5646
세븐일레븐 관악공원점,편의점,서울특별시 관악구 관악로12길 77 1층 (봉천동),196099.4068,441696.4031
세븐일레븐 관악과천대로점,편의점,서울특별시 관악구 과천대로 921 1층 (남현동),198351.3671,441186.378
세븐일레븐 관악구청점,편의점,서울특별시 관악구 관악로 154 1층 (봉천동),195741.1648,441862.0534
세븐일레븐 관악국화점,편의점,서울특별시 관악구 난곡로31길 30 1층 (신림동),192717.8939,440951.3985
세븐일레븐 관악꿈보람점,편의점,서울특별시 관악구 봉천로12길 69 1층 (신림동),193767.9354,442617.3761
세븐일레븐 관악난우점,편의점,서울특별시 관악구 난곡로16길 3 101102호 (신림동 프레스티지빌),192926.0836,440552.4941
세븐일레븐 관악난향점,편의점,서울특별시 관악구 난향길 70 1층 (신림동),192459.8425,440090.3632
세븐일레븐 관악남현길점,편의점,서울특별시 관악구 남현길 58 1층 (남현동),197808.5184,441346.7453
세븐일레븐 관악남현로점,편의점,서울특별시 관악구 남부순환로272길 42 1층 (남현동),198016.9666,441387.8749
세븐일레븐 관악남현점,편의점,서울특별시 관악구 남부순환로262길 11 1층 (남현동),197727.0241,441502.6721
세븐일레븐 관악대성점,편의점,서울특별시 관악구 남부순환로256라길 2 1층 (남현동),197633.79,441190.8005
세븐일레븐 관악동산점,편의점,서울특별시 관악구 솔밭로 11-1 1층 (봉천동),196644.4733,441832.2047
세븐일레븐 관악드림점,편의점,서울특별시 관악구 은천로25길 69 1층 (봉천동),195362.2109,442981.7457
세븐일레븐 관악로마점,편의점,서울특별시 관악구 남부순환로194길 11 1층 (신림동),194175.9397,442440.4191
세븐일레븐 관악무지개점,편의점,서울특별시 관악구 관악로10길 36 1층 (봉천동),195921.6218,441606.8019
세븐일레븐 관악미래점,편의점,서울특별시 관악구 법원단지5가길 54 지1층 (신림동),193037.5794,441524.0579
세븐일레븐 관악보람점,편의점,서울특별시 관악구 관천로11길 8 1층 (신림동),193238.6375,442482.8398
세븐일레븐 관악복마을점,편의점,서울특별시 관악구 서림3길 53 보람하우스 1층 (신림동),194705.9071,441104.1626
세븐일레븐 관악복은길점,편의점,서울특별시 관악구 복은길 12 1층 (신림동),194304.5305,441326.9025
세븐일레븐 관악봉천로점,편의점,서울특별시 관악구 남부순환로 1904 오너벤쳐타운 1층 101호 (봉천동),196461.8779,441740.1479
세븐일레븐 관악봉천점,편의점,서울특별시 관악구 남부순환로206길 34 지하1층 (봉천동),194777.8003,442075.7526
세븐일레븐 관악삼성점,편의점,서울특별시 관악구 호암로 401 1층 101호 (신림동 주공2300프라자),193380.1233,439885.3152
세븐일레븐 관악센터점,편의점,서울특별시 관악구 봉천로49길 15 1층 (봉천동),195676.0198,442328.9692
세븐일레븐 관악신원점,편의점,서울특별시 관악구 남부순환로168가길 47 1층 (신림동),193464.6368,442047.308
세븐일레븐 관악일등점,편의점,서울특별시 관악구 관천로11길 87 1층 (신림동),192862.1473,442358.0659
세븐일레븐 관악점,편의점,서울특별시 관악구 관악로 192 1층 (봉천동),195829.409,442222.7869
세븐일레븐 관악조원점,편의점,서울특별시 관악구 조원로 92 1층 101호 (신림동),192194.1566,442473.516
세븐일레븐 관악청룡로점,편의점,서울특별시 관악구 청룡길 45 1층 101호 (봉천동 참소망타운),195162.7627,441952.8863
세븐일레븐 관악청룡점,편의점,서울특별시 관악구 청룡1길 19 1층 (봉천동),195282.5765,442121.1428
세븐일레븐 관악청솔점,편의점,서울특별시 관악구 조원로 118 1층 (신림동),192459.625,442538.0113
세븐일레븐 관악타워점,편의점,서울특별시 관악구 남부순환로 1802 1층 101 102호 (봉천동 관악캠퍼스타워),195537.2695,442122.2022
세븐일레븐 관악평화점,편의점,서울특별시 관악구 조원로 160-1 1층 (신림동),192864.0779,442631.1065
세븐일레븐 관악행운길점,편의점,서울특별시 관악구 행운6길 2 1층 101호 (봉천동),196396.638,442110.9471
세븐일레븐 관악호암로점,편의점,서울특별시 관악구 호암로22길 21 1층 (신림동),194085.9561,440761.2979
세븐일레븐 관악힐스점,편의점,서울특별시 관악구 국회단지길 74 지하1층 (봉천동),194786.0048,442949.9598
세븐일레븐 관악힐스테이트점,편의점,서울특별시 관악구 조원로 15-2 1층 (신림동),191438.809,442426.9543
세븐일레븐 광고회관점,편의점,서울특별시 송파구 올림픽로35길 137 한국광고문화회관 지하1층 (신천동),208738.5938,445977.1576
세븐일레븐 광운대원룸점,편의점,서울특별시 노원구 광운로2가길 23 삼창아파트상가 1층 12호 (월계동),205161.417,457316.9055
세븐일레븐 광운대후문점,편의점,서울특별시 노원구 석계로13길 48 1층 (월계동),205324.2064,457656.9067
세븐일레븐 광장현대5단지점,편의점,서울특별시 광진구 아차산로70길 75 광장현대아파트 지하1층 01호 (광장동),208776.9118,448611.307
세븐일레븐 광진그랜드파크점,편의점,서울특별시 광진구 광나루로 458 지층 B03호 (구의동 e편한세상 광진 그랜드파크),207035.8348,449354.4257
세븐일레븐 광화문우체국점,편의점,서울특별시 종로구 종로 6 광화문우체국 1층 (서린동),197995.2188,451945.0472
세븐일레븐 광흥창역점,편의점,서울특별시 마포구 창전로 64 1층 (신수동),193999.3135,449536.6423
세븐일레븐 광희이비스점,편의점,서울특별시 중구 퇴계로 330-1 (광희동2가 1층),200668.4287,451319.2362
세븐일레븐 광희재형점,편의점,서울특별시 중구 퇴계로 327 1층~2층 (광희동2가),200637.0684,451355.6997
세븐일레븐 교대역점,편의점,서울특별시 서초구 서초대로50길 24 1층 101호 (서초동 청화빌딩),201061.8001,443324.1411
세븐일레븐 교대원동점,편의점,서울특별시 서초구 법원로2길 19 1층 (서초동),201067.7534,443569.1946
세븐일레븐 구로개봉푸르뫼점,편의점,서울특별시 구로구 고척로 101 102호 (개봉동),186245.7157,444355.2741
세븐일레븐 구로골든타워점,편의점,서울특별시 구로구 경인로 397 골든타워빌딩 1층 102호 (고척동),187888.2722,443955.6145
세븐일레븐 구로공단점,편의점,서울특별시 구로구 시흥대로 571 부호빌딩 1층 (구로동),191239.6934,442430.4636
세븐일레븐 구로궁동점,편의점,서울특별시 구로구 부일로9길 90-10 라동 102103호 (궁동 월드빌라2단지),184491.0324,443833.7655
