사업장명,업태구분명,도로명주소,좌표정보(X),좌표정보(Y)
세븐일레븐 성북본점,편의점,서울특별시 성북구 한천로99길 45 1층 (장위동),204315.112,457549.2176
세븐일레븐 성북성신여고점,편의점,서울특별시 성북구 동소문로26가길 40 1층 (동선동3가),201800.036,454719.9296
세븐일레븐 성북스타클래스점,편의점,서울특별시 성북구 화랑로 76 코업스타클래스 제1층 제101-2호 (하월곡동),203502.0041,455500.569
세븐일레븐 성북아리랑점,편의점,서울특별시 성북구 아리랑로 44 1층 (동선동5가),201296.7694,454926.4579
세븐일레븐 성북역점,편의점,서울특별시 노원구 광운로 71 1층 (월계동),205230.722,457932.7705
세븐일레븐 성북점,편의점,서울특별시 성북구 선잠로2길 5 (성북동),199846.6602,454717.2317
세븐일레븐 성북정릉동아점,편의점,서울특별시 성북구 서경로 31 상가동 106호 (정릉동 동아아파트),201191.0968,456129.6377
세븐일레븐 성북클라시아점,편의점,서울특별시 성북구 숭인로8길 80 롯데캐슬클라시아 상가동 1층 114호 (길음동),202328.5425,456302.2964
세븐일레븐 성북하늘채점,편의점,서울특별시 성북구 아리랑로 75 제상가1동 제지1층 제102호 (돈암동 돈암코오롱하늘채),201051.0722,455205.3252
세븐일레븐 성북행운점,편의점,서울특별시 성북구 정릉로21길 52 1층 (정릉동),200613.7262,456137.9336
세븐일레븐 성북홍익점,편의점,서울특별시 성북구 성북로 66 (성북동),200082.0882,454571.6349
세븐일레븐 성산동우점,편의점,서울특별시 마포구 월드컵로34길 20 동우 자인채 스토리 상암 1층 102103104호 (성산동),191476.9117,451471.5544
세븐일레븐 성산행운점,편의점,서울특별시 마포구 월드컵북로20안길 1 1층 101호 (성산동 성산온세빌),192354.611,451355.2713
세븐일레븐 성수성덕정길점,편의점,서울특별시 성동구 성덕정길 116 성우빌딩 1층 (성수동2가),204897.5544,448281.2044
세븐일레븐 성수아크밸리점,편의점,서울특별시 성동구 성수이로22길 37 1층 106호 (성수동2가),205347.5031,449069.8903
세븐일레븐 성수우리큐브점,편의점,서울특별시 성동구 연무장11길 10 1층 (성수동2가),205014.4362,448961.2083
세븐일레븐 성수위즈베라점,편의점,서울특별시 성동구 왕십리로6길 21 위즈베라빌딩 1층 (성수동1가),204100.6184,449267.2829
세븐일레븐 성신여대중앙점,편의점,서울특별시 성북구 동소문로24길 9 1층 (동선동1가),201578.3241,454551.9647
세븐일레븐 성일초교점,편의점,서울특별시 강동구 성내로15길 68 1층 101102호 (성내동 그린파크빌),211402.0206,447571.0395
세븐일레븐 세관사거리점,편의점,서울특별시 강남구 언주로 708 경원빌딩 지상1층 101호 (논현동),203086.5643,446018.9113
세븐일레븐 세종로점,편의점,서울특별시 종로구 종로1길 42-1 1층 (수송동),198047.483,452437.2301
세븐일레븐 소리나점,편의점,서울특별시 관악구 신림동5길 49 1층 (신림동),193551.4287,442542.0001
세븐일레븐 송정로점,편의점,서울특별시 강서구 송정로 60 1층 (공항동 공항동),183157.7469,450892.1015
세븐일레븐 송파거여점,편의점,서울특별시 송파구 양산로8길 5 1층 (거여동),212713.1838,443317.4512
세븐일레븐 송파대로대성점,편의점,서울특별시 송파구 송파대로 398 1층 (송파동),209623.9717,444541.6462
세븐일레븐 송파럭키점,편의점,서울특별시 송파구 백제고분로50길 29 1층 (방이동),210357.414,445706.3776
세븐일레븐 송파마천점,편의점,서울특별시 송파구 성내천로 299 1층 (마천동),213709.7067,443553.267
세븐일레븐 송파방이점,편의점,서울특별시 송파구 백제고분로50길 35 1층 12호 (방이동),210423.7308,445693.1645
세븐일레븐 송파석촌점,편의점,서울특별시 송파구 백제고분로34길 8 101호 (석촌동),208649.4237,444400.5394
세븐일레븐 송파성내천점,편의점,서울특별시 송파구 문정로 235 1층 102호 (오금동),212406.9922,444136.4763
세븐일레븐 송파송리단점,편의점,서울특별시 송파구 백제고분로 411 104호105호 (송파동),209679.6336,445087.2595
세븐일레븐 송파장지점,편의점,서울특별시 송파구 충민로4길 19 상가 103호 (장지동 송파파인타운7단지),211501.2952,441892.362
세븐일레븐 송파중앙점,편의점,서울특별시 송파구 삼전로13길 49 1층 102호 (잠실동),207442.6491,445060.205
세븐일레븐 송파초교점,편의점,서울특별시 송파구 백제고분로44길 9 1층 (송파동),209805.4619,445020.7968
세븐일레븐 송파최고점,편의점,서울특별시 송파구 백제고분로45길 22 1층 (송파동),209599.1101,445320.3645
세븐일레븐 송파한두리점,편의점,서울특별시 송파구 동남로 317 105호 (오금동 한두리타워),212147.8892,444640.7951
세븐일레븐 송파헬리오2호점,편의점,서울특별시 송파구 송파대로 345 002A동 1309호 (가락동 헬리오시티),209416.47,444027.4958
세븐일레븐 송파헬리오점,편의점,서울특별시 송파구 송파대로 345 001A동 1003-1호 (가락동 헬리오시티),209416.47,444027.4958
세븐일레븐 수락은빛점,편의점,서울특별시 노원구 동일로 1689 117118호 (상계동하이베라스),204772.3674,464080.5939
세븐일레븐 수서역사1호점,편의점,서울특별시 강남구 밤고개로 99 지하1층 SB14호 (수서동 SRT수서역사),209246.6679,442397.7646
세븐일레븐 수서역사5호점,편의점,서울특별시 강남구 밤고개로 99 지하2층 SB27호 (수서동),209246.6679,442397.7646
세븐일레븐 수서역점,편의점,서울특별시 강남구 광평로 280 로즈데일오피스텔 지상1층 104호 (수서동),209052.0725,442797.1382
세븐일레븐 수서효성점,편의점,서울특별시 강남구 광평로 281 103호 (수서동 수서오피스텔),209009.8641,442872.1606
세븐일레븐 수유골목시장점,편의점,서울특별시 강북구 삼양로123길 14 1층 (수유동),201245.0901,460276.3
세븐일레븐 수유래미안점,편의점,서울특별시 강북구 한천로 1121 수유삼성아파트 가동 112호 (수유동),201524.7181,460260.1413
세븐일레븐 수유메인점,편의점,서울특별시 강북구 도봉로87길 3 덕인빌딩 1층 101호 (수유동),202151.4143,459525.9161
세븐일레븐 수유본점,편의점,서울특별시 강북구 도봉로71가길 45 (수유동 씨엘블루),201858.0714,459006.2113
세븐일레븐 수유북부시장점,편의점,서울특별시 강북구 한천로144길 73 1층 (수유동),202391.1227,460162.2305
세븐일레븐 수유빨래골점,편의점,서울특별시 강북구 삼양로73길 36 1층 (수유동),201414.2112,459369.5896
세븐일레븐 수유센터점,편의점,서울특별시 강북구 인수봉로77길 22 1층 (수유동),200773.4624,460253.7726
세븐일레븐 수유제네스타워점,편의점,서울특별시 강북구 덕릉로 82 1층 108호 (수유동),201947.4201,459116.4267
세븐일레븐 수유제일점,편의점,서울특별시 강북구 도봉로76길 11 (미아동지상1층),202083.509,458967.5885
세븐일레븐 수유청수점,편의점,서울특별시 강북구 인수봉로55가길 1 1층 (수유동),200813.9519,459365.0499
세븐일레븐 숙대사랑점,편의점,서울특별시 용산구 청파로47나길 35 1층 101호 (청파동2가),197049.7513,449354.1742
세븐일레븐 숙대입구점,편의점,서울특별시 용산구 청파로 287 1층 (청파동2가),197300.7305,449228.5712
세븐일레븐 숭실대중앙점,편의점,서울특별시 동작구 사당로 18 1층 (상도동),196060.8445,443669.3163
세븐일레븐 스테이트남산점,편의점,서울특별시 중구 퇴계로 100 지하1층 B103-1호 (회현동2가),198420.987,450877.8749
세븐일레븐 시그니처타워점,편의점,서울특별시 중구 청계천로 100 시그니쳐타워 지하1층 (수표동),198916.6535,451694.8429
세븐일레븐 시청역2호선점,편의점,서울특별시 중구 서소문로 116 B103호 (서소문동),197638.4036,451154.2324
세븐일레븐 시흥IC점,편의점,서울특별시 금천구 시흥대로 487 지상1층 (독산동),190933.6016,441662.4815
세븐일레븐 시흥월드점,편의점,서울특별시 금천구 독산로36길 45 지상1층 (시흥동),191709.8917,439777.5806
세븐일레븐 시흥은행나무점,편의점,서울특별시 금천구 시흥대로50길 26 지상1층 (시흥동),191401.2792,438819.4609
세븐일레븐 신길가마산로점,편의점,서울특별시 영등포구 가마산로71길 21 1층 (신길동),191952.5202,445073.8855
세븐일레븐 신길경천점,편의점,서울특별시 영등포구 영등포로80길 22 1층 (신길동),192857.8881,445504.8957
세븐일레븐 신길우성점,편의점,서울특별시 영등포구 대방천로 172 우성3차아파트 상가동 1층 103 104호 (신길동),191876.4565,443886.5278
세븐일레븐 신길정원점,편의점,서울특별시 영등포구 신길로38길 12 정원쉐르빌 1층 102호 (신길동),192169.3495,444850.005
세븐일레븐 신길클래시안점,편의점,서울특별시 영등포구 신길로28길 9 B2층 37호 (신길동 힐스테이트 클래시안),192155.9356,444674.9721
세븐일레븐 신길한성점,편의점,서울특별시 영등포구 가마산로 580 1층 (신길동),192916.3201,444641.3795
세븐일레븐 신내9단지후문점,편의점,서울특별시 중랑구 신내로 127 제2상가동 제1층 104호 (신내동 신내9단지신내아파트),208294.2574,456632.1086
세븐일레븐 신내우디안점,편의점,서울특별시 중랑구 신내역로1길 85 109동 110호 (신내동),209797.7602,457702.6311
세븐일레븐 신내제일점,편의점,서울특별시 중랑구 봉화산로 218 1층 (신내동),208500.4141,456116.2139
세븐일레븐 신내중앙점,편의점,서울특별시 중랑구 용마산로125가길 47 1층 104105호 (신내동),208587.2232,455842.3972
세븐일레븐 신당대림점,편의점,서울특별시 중구 퇴계로88다길 23 1층 (신당동),201722.0544,451122.7307
세븐일레븐 신당아크로타워점,편의점,서울특별시 중구 퇴계로 447 1층 (황학동 황학 아크로타워),201866.0395,451543.3378
세븐일레븐 신당역점,편의점,서울특별시 중구 퇴계로 457 1층 102호 (황학동 신당역올리브2 ),201929.9504,451483.1444
세븐일레븐 신당청구점,편의점,서울특별시 중구 다산로33길 15 1층 (신당동),201156.4172,451123.4119
세븐일레븐 신도림미림점,편의점,서울특별시 구로구 신도림로 20 1층 105호 (신도림동),189214.641,444945.7633
세븐일레븐 신도림이편한점,편의점,서울특별시 구로구 경인로59길 7 상가동 1층 103호 (신도림동 신도림6차e-편한세상),189569.5265,444836.1846
세븐일레븐 신도림점,편의점,서울특별시 구로구 신도림로11길 38 새마을금고신도림 (신도림동),189203.121,445241.9208
세븐일레븐 신도림태영점,편의점,서울특별시 구로구 새말로 89 1층 (구로동),190188.1457,444823.1059
세븐일레븐 신림가야점,편의점,서울특별시 관악구 신림로66길 47 1층 (신림동),193946.4994,442632.976
세븐일레븐 신림고시촌점,편의점,서울특별시 관악구 신림로23길 34 1층 (신림동),194147.6297,440818.647
세븐일레븐 신림녹두점,편의점,서울특별시 관악구 신림로 97 가동 1층 (신림동),194498.3697,440896.05
세븐일레븐 신림드림점,편의점,서울특별시 관악구 난우길 29 1층 (신림동),192664.0785,441480.2265
세븐일레븐 신림라이프점,편의점,서울특별시 관악구 문성로16길 20 1층 (신림동),192261.2414,441620.3107
세븐일레븐 신림스타점,편의점,서울특별시 관악구 신림로 322 1층 (신림동),193747.7861,442310.9498
세븐일레븐 신림패션점,편의점,서울특별시 관악구 신림로 373 1층 (신림동),193610.3786,442802.9236
세븐일레븐 신사대로점,편의점,서울특별시 강남구 도산대로 157 1층 (신사동),202195.8289,446311.0524
세븐일레븐 신사드림점,편의점,서울특별시 관악구 남부순환로161가길 6 1층 (신림동),192720.9091,442565.0418
세븐일레븐 신사로데오점,편의점,서울특별시 강남구 언주로172길 15 지상1층 (신사동),203039.2082,447291.3396
세븐일레븐 신사만남점,편의점,서울특별시 강남구 강남대로152길 26 지상1층 (신사동),201837.0817,446148.3348
세븐일레븐 신사본점,편의점,서울특별시 강남구 도산대로 124 대영빌딩 지상1층 (논현동),201908.1285,446070.7061
세븐일레븐 신사소망점,편의점,서울특별시 강남구 논현로172길 26 지상1층 (신사동),202643.1444,447013.5901
세븐일레븐 신사숭실고점,편의점,서울특별시 은평구 은평터널로7길 19 1층 (신사동),191476.8525,454444.282
세븐일레븐 신사시장점,편의점,서울특별시 관악구 남부순환로153길 35 1층 (신림동),192528.5399,442433.623
세븐일레븐 신사한나래점,편의점,서울특별시 강남구 논현로159길 10 1층 (신사동),202355.402,446767.1649
세븐일레븐 신영증권점,편의점,서울특별시 영등포구 국제금융로8길 16 지하1층 B121호 (여의도동),193644.2107,446557.5593
세븐일레븐 신월나은점,편의점,서울특별시 양천구 신월로 128-1 1층 (신월동),185632.445,446024.8707
세븐일레븐 신월세화점,편의점,서울특별시 양천구 곰달래로5길 59 1층 (신월동),185054.681,448045.909
세븐일레븐 신월시장점,편의점,서울특별시 양천구 남부순환로40길 49 1층 (신월동),184633.624,447930.4674
세븐일레븐 신월에이스점,편의점,서울특별시 양천구 화곡로3길 23 1층 (신월동),184663.2782,448819.752
세븐일레븐 신월월정점,편의점,서울특별시 양천구 월정로 181 1층 (신월동),185365.589,448069.3242
세븐일레븐 신월웰스바움점,편의점,서울특별시 양천구 가로공원로 158 1층 (신월동),185221.6881,448248.5301
세븐일레븐 신월하나점,편의점,서울특별시 양천구 남부순환로66길 17 지상1층 (신월동),185272.9808,446741.8234
세븐일레븐 신이문역점,편의점,서울특별시 동대문구 한천로 479 (이문동),205850.037,455676.1874
세븐일레븐 신정백암점,편의점,서울특별시 양천구 신정로13길 22 대림프라자 1층 1호 (신정동),186064.6823,445479.2093
세븐일레븐 신정숲속마을점,편의점,서울특별시 양천구 신정로 110 상가동동 1층 102호 (신정동 신정숲속마을),185333.8376,444854.166
세븐일레븐 신정신서점,편의점,서울특별시 양천구 은행정로 49 지상1층 (신정동),187477.3531,446894.4785
세븐일레븐 신정제일점,편의점,서울특별시 양천구 중앙로46길 6 지상1층 (신정동),186927.437,446655.1395
세븐일레븐 신정중앙점,편의점,서울특별시 양천구 신정중앙로23길 10 1층 (신정동),187871.0403,447227.1453
세븐일레븐 신천본점,편의점,서울특별시 송파구 백제고분로9길 30 (잠실동),207219.18,445268.3331
세븐일레븐 신천최고점,편의점,서울특별시 송파구 올림픽로 74 1층 101호 (잠실동 잠실월드메르디앙),206894.4446,445456.1848
세븐일레븐 신촌3호점,편의점,서울특별시 서대문구 연세로5다길 22-3 1층 (창천동),194125.7386,450504.5915
세븐일레븐 신촌명물점,편의점,서울특별시 서대문구 명물길 37 1층 (창천동),194491.6821,450700.5236
세븐일레븐 신촌역광장점,편의점,서울특별시 서대문구 이화여대길 89 1층 좌측호 (대현동),194932.0717,450748.6443
세븐일레븐 신촌연세2호점,편의점,서울특별시 서대문구 연세로9길 34-1 1층 (창천동),194173.2774,450712.8053
세븐일레븐 신촌원룸점,편의점,서울특별시 서대문구 성산로22길 22 1층 (창천동),194102.8376,450848.3099
세븐일레븐 신촌제일점,편의점,서울특별시 서대문구 신촌로11길 15 수&수 빌딩 1층 (창천동),193995.0914,450569.0755
세븐일레븐 신촌창천점,편의점,서울특별시 서대문구 연세로4길 41 1층 (창천동),194518.7469,450638.8324
세븐일레븐 신촌현대점,편의점,서울특별시 서대문구 연세로5가길 4 1층 (창천동),194311.7934,450545.2803
세븐일레븐 쌍문역점,편의점,서울특별시 도봉구 도봉로 468 1층 (창동 홍일빌딩),202966.7837,460551.4064
세븐일레븐 아시아미디어점,편의점,서울특별시 중구 충무로 29 1층 (초동 102호103호),199269.4079,451282.3088
세븐일레븐 아차산쉼터점,편의점,서울특별시 광진구 워커힐로 127 아차산 공원 생태자료실 (광장동),208897.0215,449975.562
세븐일레븐 암사구천면로점,편의점,서울특별시 강동구 구천면로 361 1동 B102호 (암사동 암사 THE Nest),212192.1054,449835.9723
세븐일레븐 암사스타점,편의점,서울특별시 강동구 암사길 1 101호 (암사동),211407.1587,449840.3594
세븐일레븐 암사중앙점,편의점,서울특별시 강동구 고덕로24길 30 (암사동),211896.1032,450135.5212
세븐일레븐 암사현대점,편의점,서울특별시 강동구 상암로5길 49 (암사동),211203.4838,450040.1219
세븐일레븐 압구정2점,편의점,서울특별시 강남구 압구정로28길 28 (신사동),202362.5476,446949.3652
세븐일레븐 압구정로데오본점,편의점,서울특별시 강남구 도산대로51길 44 지상1층 (신사동),203323.1086,447084.5612
세븐일레븐 압구정로데오점,편의점,서울특별시 강남구 압구정로 344 지상1층 4호 (신사동),203453.1453,447272.6661
세븐일레븐 압구정로데오현대점,편의점,서울특별시 강남구 압구정로50길 28 101동 지상1층 107호 (신사동 로데오현대아파트),203221.941,447193.6445
세븐일레븐 압구정본점,편의점,서울특별시 강남구 논현로157길 26 지상1층 (신사동),202220.273,446666.3059
세븐일레븐 압구정스퀘어점,편의점,서울특별시 강남구 압구정로34길 11 (신사동압구정스퀘어상가 104호),202666.7171,447239.2186
세븐일레븐 약수시장점,편의점,서울특별시 중구 다산로8길 20 1층 (신당동),200858.3311,450038.7428
세븐일레븐 양재 온누리점,편의점,서울특별시 서초구 강남대로 163 (양재동우찬빌딩 1층 101호),203279.279,441891.0391
세븐일레븐 양재6호점,편의점,서울특별시 서초구 강남대로6길 84 1층 (양재동),203920.0346,440754.5092
세븐일레븐 양재LG전자점,편의점,서울특별시 서초구 매헌로1길 26 1층 (양재동 하나빌딩),202951.2866,440028.4957
세븐일레븐 양재경원점,편의점,서울특별시 서초구 양재천로11길 33 1층 (양재동 경원빌딩),203072.564,441507.583
세븐일레븐 양재모창점,편의점,서울특별시 서초구 바우뫼로35길 22 1층 102호 (양재동),203382.956,441929.7473
세븐일레븐 양재바우뫼로점,편의점,서울특별시 서초구 강남대로30길 46 1층 (양재동),203436.9918,442230.2116
세븐일레븐 양재빌리지점 B,편의점,서울특별시 서초구 동산로6길 11 1층 (양재동 희빌딩),203796.1,440928.77
세븐일레븐 양재시민의숲역점,편의점,서울특별시 서초구 강남대로12길 23-48 1층 (양재동),203437.918,440916.7174
세븐일레븐 양재시장점,편의점,서울특별시 서초구 남부순환로356길 15 109호110 호 (양재동),203288.5583,442465.2677
세븐일레븐 양재씨티점,편의점,서울특별시 서초구 동산로2길 50 1층 (양재동),203749.7493,440634.6233
세븐일레븐 양재우성점,편의점,서울특별시 서초구 바우뫼로 91 1층 8912131415호 (양재동 우성아파트),202535.8402,441604.1133
세븐일레븐 양재이스타빌점,편의점,서울특별시 서초구 논현로 151 1층 102호 (양재동 도곡이스타빌오피스텔),203650.6744,442301.2283
세븐일레븐 양재점,편의점,서울특별시 서초구 동산로12길 4 지상 1층 (양재동),203916.1557,441041.4516
세븐일레븐 양천목동7단지점,편의점,서울특별시 양천구 오목로 279 현대프라자 107108호 (목동),188301.0806,447086.728
세븐일레븐 양천소망점,편의점,서울특별시 양천구 목동중앙남로14가길 24 1층 101호 (목동 소망맨션),188084.479,448836.2587
세븐일레븐 양천신월점,편의점,서울특별시 양천구 월정로 101 신목동샤르망오피스텔 1층 108호 (신월동),185692.5515,447374.522
세븐일레븐 어바니엘염창점,편의점,서울특별시 양천구 공항대로 630 104호 (목동 어바니엘),188868.7872,449386.0141
세븐일레븐 에스비에스(SBS)프리즘타워점,편의점,서울특별시 마포구 상암산로 82 SBS 프리즘 타워 1층 (상암동),190459.9676,453050.3763
세븐일레븐 엠합정역점,편의점,서울특별시 마포구 양화로 지하 55 합정역 지하2층 238-111호 (서교동),192414.0269,449807.9788
세븐일레븐 여의1호점,편의점,서울특별시 영등포구 국제금융로7길 22 (여의도동),194015.1805,446777.4545
세븐일레븐 여의도공원점,편의점,서울특별시 영등포구 여의공원로 68 여의도공원 3호편의점 (여의도동),193078.1538,447096.1385
세븐일레븐 여의진주점,편의점,서울특별시 영등포구 국제금융로 110 1층 (여의도동),194068.6487,446239.574
세븐일레븐 역삼MG스타점,편의점,서울특별시 강남구 테헤란로 335 지상1층 (역삼동),204200.2735,444716.3277
세븐일레븐 역삼개나리점,편의점,서울특별시 강남구 역삼로 306 1층 108호 (역삼동 개나리 래미안 상가),204034.9599,444041.2288
세븐일레븐 역삼래미안점,편의점,서울특별시 강남구 언주로 314 강남프라자 지상1층 102호 (역삼동),204056.1997,443750.8845
세븐일레븐 역삼보브점,편의점,서울특별시 강남구 봉은사로 114 지하1층 (역삼동),202238.9373,444723.2909
세븐일레븐 역삼선릉로점,편의점,서울특별시 강남구 봉은사로48길 13 1층 101호 (역삼동),203616.6854,445160.661
세븐일레븐 역삼스마일점,편의점,서울특별시 강남구 논현로102길 54 1층 (역삼동),203422.0808,444874.4987
세븐일레븐 역삼언주로점,편의점,서울특별시 강남구 언주로85길 24 PNM TOWER 지상1층 (역삼동),203580.6285,444311.673
세븐일레븐 역삼우일점,편의점,서울특별시 강남구 봉은사로44길 39 지하1층 2호 (역삼동),203589.2262,444958.6317
세븐일레븐 역삼은탑점,편의점,서울특별시 강남구 테헤란로14길 5 삼흥역삼빌딩 지상1층 (역삼동),202866.4984,444098.4002
세븐일레븐 역삼진선점,편의점,서울특별시 강남구 선릉로85길 8 1층 (역삼동 유화빌딩),204250.4016,444525.1887
세븐일레븐 역삼창조점,편의점,서울특별시 강남구 논현로85길 13 (역삼동지상1층),203136.2088,444100.9741
세븐일레븐 역삼코넬점,편의점,서울특별시 강남구 언주로93길 28-8 1층 (역삼동),203433.7491,444631.056
세븐일레븐 역삼타운점,편의점,서울특별시 강남구 강남대로84길 28 지상1층 (역삼동),202665.4438,443862.9802
세븐일레븐 역삼타워점,편의점,서울특별시 강남구 강남대로84길 16 제이스타워 지상1층 (역삼동),202582.237,443830.5646
세븐일레븐 역삼특허점,편의점,서울특별시 강남구 테헤란로8길 46 지상1층 (역삼동),202780.1268,443740.0451
세븐일레븐 역삼피에스따점,편의점,서울특별시 강남구 테헤란로19길 29 지상1층 (역삼동),202824.4465,444407.7487
세븐일레븐 역삼하이츠점,편의점,서울특별시 강남구 테헤란로25길 6-9 지상1층 (역삼동),203107.0975,444342.4726
세븐일레븐 역삼한서점,편의점,서울특별시 강남구 테헤란로38길 11 (역삼동 유정빌딩),203624.6351,444343.0142
세븐일레븐 역촌아이점,편의점,서울특별시 은평구 진흥로9길 12 아이언아파트 1층 102호 (역촌동),192965.3107,455948.5414
세븐일레븐 역촌중앙점,편의점,서울특별시 은평구 연서로14길 23 1층 (역촌동),192690.3558,456162.3804
세븐일레븐 역촌진흥로점,편의점,서울특별시 은평구 진흥로 93-1 (역촌동),193044.0817,455891.6703
세븐일레븐 연남라센트라점,편의점,서울특별시 마포구 연남로 75 에브리치빌딩 1층 일부호 (연남동),192768.0855,451488.4769
세븐일레븐 연대연희점,편의점,서울특별시 서대문구 연희로10길 15 1층 (연희동),193888.2995,451549.2933
세븐일레븐 연대제일점,편의점,서울특별시 서대문구 성산로 380 2층 (연희동),193803.8733,451184.219
세븐일레븐 연세대과학관점,편의점,서울특별시 서대문구 연세로 50 연세대학교 과학관 1층 103호 (신촌동),194584.9592,451381.5855
세븐일레븐 연신갈현점,편의점,서울특별시 은평구 통일로 863-11 1층 (갈현동),192813.5591,457503.0001
세븐일레븐 연신내 동명점,편의점,서울특별시 은평구 통일로73길 5 (대조동 1층),193212.1519,457025.8743
세븐일레븐 연신내마에스트로,편의점,서울특별시 은평구 통일로 827 연신내역마에스트로 1층 105호 (대조동),193078.7395,457202.054
세븐일레븐 연신내불광점,편의점,서울특별시 은평구 통일로82길 47 (불광동 송광아파트 1층 102호),192938.0408,457940.7745
세븐일레븐 연신내행복점,편의점,서울특별시 은평구 통일로80길 9 (불광동 1층),193010.8164,457529.3671
세븐일레븐 연희로데오점,편의점,서울특별시 서대문구 연희맛로 25 경원탕 1층 (연희동),193765.0903,451683.9737
세븐일레븐 연희본점,편의점,서울특별시 서대문구 증가로 9 범우빌딩 1층 (연희동),193867.7569,451877.4427
세븐일레븐 연희점,편의점,서울특별시 서대문구 연희로 177 옥산빌딩 2층 (연희동),194211.0232,452303.8918
세븐일레븐 염창래미안점,편의점,서울특별시 강서구 양천로 646-32 풍일빌딩 1층 (염창동),188258.3729,449993.3004
세븐일레븐 염창중앙점,편의점,서울특별시 강서구 양천로69길 11 1층 102호 (염창동),188474.2134,450106.7216
세븐일레븐 영등포역사점,편의점,서울특별시 영등포구 경인로 846 영등포 민자역사 3층 (영등포동),191741.3458,445970.3076
세븐일레븐 오금대림점,편의점,서울특별시 송파구 마천로 83 제이에스빌딩 102호 (오금동),211382.4247,445029.1121
세븐일레븐 오금본점,편의점,서울특별시 송파구 위례성대로 180 1층 (오금동),211497.3116,445334.0974
세븐일레븐 오금아남점,편의점,서울특별시 송파구 성내천로8길 5 1층 (오금동),211937.9881,444455.3418
세븐일레븐 오류동선점,편의점,서울특별시 구로구 오류로 86 (오류동),185865.6921,443375.8343
세븐일레븐 오류양지마을점,편의점,서울특별시 구로구 경인로15나길 8 306동 지하1층 B02호 (오류동),185611.886,443720.2414
세븐일레븐 오류역점,편의점,서울특별시 구로구 경인로20길 9 1층 (오류동),186130.5868,443706.5387
세븐일레븐 오목교투웨니점,편의점,서울특별시 영등포구 선유서로25길 19 오목교투웨니퍼스트 104동 103호 (양평동2가),189653.8292,446904.8886
세븐일레븐 오장동호점,편의점,서울특별시 중구 동호로 339 1층 (오장동),200119.8394,451387.3212
세븐일레븐 옥수2호점,편의점,서울특별시 성동구 한림말3길 16 지하1층 (옥수동),201333.5895,448923.4298
세븐일레븐 온수센터점,편의점,서울특별시 구로구 부일로1가길 25 온수탑빌딩 1층 101호 (온수동),183969.5705,443237.9562
세븐일레븐 올림픽병원점,편의점,서울특별시 송파구 백제고분로 283 어깨동무빌딩 1층 (석촌동),208596.0247,444510.6709
세븐일레븐 왕십리대로점,편의점,서울특별시 성동구 왕십리로 289 1층 (행당동),203118.0367,450853.0273
세븐일레븐 왕십리이스타빌점,편의점,서울특별시 성동구 왕십리로 309 왕십리역이스타빌 1층 104호 (행당동),202988.2996,450991.6958
세븐일레븐 외대경희점,편의점,서울특별시 동대문구 이문로9나길 6-14 102호 (이문동),204927.8205,455106.4353
세븐일레븐 외대대로점,편의점,서울특별시 동대문구 이문로 130 1층 (이문동),205354.5412,455089.9262
세븐일레븐 외대점,편의점,서울특별시 동대문구 이문로 112 1층 (이문동),205279.4486,454913.9499
세븐일레븐 용답K타워점,편의점,서울특별시 성동구 천호대로 384 1층 101호 (용답동),205361.6352,451032.2311
세븐일레븐 용두래미안점,편의점,서울특별시 동대문구 한빛로 52 1층 (용두동),202430.9192,452924.634
세븐일레븐 용두무학로점,편의점,서울특별시 동대문구 천호대로17길 15 1층 (용두동),202778.0584,452497.098
세븐일레븐 용두엘리니티점,편의점,서울특별시 동대문구 한빛로 39 1층 101호 (용두동 오션타워빌),202311.7693,452931.0871
세븐일레븐 용두중앙점,편의점,서울특별시 동대문구 천호대로17길 64 1층 (용두동),202791.9044,452735.2533
세븐일레븐 용마공원점,편의점,서울특별시 중랑구 용마공원로 3 1층 (망우동),208812.1033,454767.5317
세븐일레븐 용산루미니점,편의점,서울특별시 용산구 원효로97길 15 지상2층 209호210호 (원효로1가),197219.844,448786.567
세븐일레븐 용산만리점,편의점,서울특별시 용산구 효창원로 264 종로떡집 2층 (서계동),196736.3975,449827.8472
세븐일레븐 용산서울역점,편의점,서울특별시 용산구 청파로 395 (서계동창성빌딩 1호(지상1층)),197167.7779,450288.5618
세븐일레븐 용산아크로타워점,편의점,서울특별시 용산구 백범로90길 26 (문배동 24-21 아크로타워 101-103),197150.8342,448278.5989
세븐일레븐 용산하이브점,편의점,서울특별시 용산구 한강대로 50 신정재약국 1층 (한강로3가),196799.11,447008.3821
세븐일레븐 우림난우점,편의점,서울특별시 관악구 난곡로24길 1 1층 (신림동),192879.5322,440873.8927
세븐일레븐 우이유원지점,편의점,서울특별시 강북구 삼양로 685 (우이동),200985.9212,462369.1667
세븐일레븐 월계교육촌점,편의점,서울특별시 노원구 월계로44길 51 1층 (월계동),204561.9348,457854.9404
세븐일레븐 월계아이파크점,편의점,서울특별시 노원구 초안산로2라길 31 1층 (월계동),205068.5065,458759.2202
세븐일레븐 월곡동덕여대점,편의점,서울특별시 성북구 화랑로11길 35 (하월곡동),203649.1467,455727.0903
세븐일레븐 월곡타운점,편의점,서울특별시 성북구 오패산로4길 42 1층 편의점내 (하월곡동),203459.6331,455749.5329
